-3.354142233729362488e-02,-6.106274127960205078e-01,-6.020811796188354492e-01,8.470780849456787109e-01,-2.495645433664321899e-01,2.747666239738464355e-01,5.268706679344177246e-01,4.254247844219207764e-01,-7.804429531097412109e-01,2.140275985002517700e-01,-3.459004759788513184e-01,-1.903467774391174316e-01,1.447026878595352173e-01,-3.835554718971252441e-01,6.222926974296569824e-01,-5.478759407997131348e-01,5.840098857879638672e-01,2.175363302230834961e-01,-7.283668518066406250e-01,7.831299304962158203e-01,-6.687374114990234375e-01,-4.334830045700073242e-01,-6.616739034652709961e-01,-3.023264408111572266e-01,-5.899065732955932617e-01,9.006128907203674316e-01,3.562161624431610107e-01,-1.420853435993194580e-01,-3.695025444030761719e-01,6.235699057579040527e-01,-4.551509618759155273e-01,-3.444023728370666504e-01,-3.128490746021270752e-01,-7.280667871236801147e-02,3.382799327373504639e-01,-1.050301641225814819e-01,-2.196622043848037720e-01,7.580657601356506348e-01,-3.144901096820831299e-01,9.403517097234725952e-02,-3.553253710269927979e-01,-1.590405218303203583e-02,2.327327877283096313e-01
-6.701372265815734863e-01,-2.471036911010742188e-01,-6.627196669578552246e-01,1.135307401418685913e-01,-3.907396495342254639e-01,7.260657548904418945e-01,-1.845804303884506226e-01,-8.674328327178955078e-01,-4.552097022533416748e-01,5.706212520599365234e-01,4.198054373264312744e-01,7.126311659812927246e-01,7.769693136215209961e-01,-3.310220539569854736e-01,-3.017980791628360748e-02,1.713104993104934692e-01,2.578480243682861328e-01,7.556505799293518066e-01,2.475461661815643311e-01,-2.190957218408584595e-01,5.765278935432434082e-01,-4.439671933650970459e-01,-2.872391641139984131e-01,-2.317165732383728027e-01,8.518169075250625610e-02,-7.852925658226013184e-01,5.716395974159240723e-01,1.295236498117446899e-01,1.515545994043350220e-01,9.711718559265136719e-01,-4.858243167400360107e-01,-4.417858719825744629e-01,3.072552680969238281e-01,-6.190916895866394043e-01,1.454429179430007935e-01,3.630795776844024658e-01,-4.742482602596282959e-01,7.402407526969909668e-01,3.447802662849426270e-01,-6.217126250267028809e-01,-2.559077441692352295e-01,-2.910883426666259766e-01,-1.789393834769725800e-02
2.333481013774871826e-01,5.577139854431152344e-01,8.937736749649047852e-01,5.386408418416976929e-02,3.496685624122619629e-01,-4.849179983139038086e-01,-3.120671808719635010e-01,-4.211839735507965088e-01,-4.963708519935607910e-01,2.145636975765228271e-01,3.415673971176147461e-01,-1.788617819547653198e-01,8.494218587875366211e-01,-1.293458044528961182e-01,-9.021086096763610840e-01,-1.157091856002807617e-01,5.048896670341491699e-01,1.176813095808029175e-01,3.932448923587799072e-01,6.991615891456604004e-01,9.112935662269592285e-01,8.977316617965698242e-01,6.385849714279174805e-01,-7.767181992530822754e-01,-2.783558070659637451e-01,4.707785546779632568e-01,-6.009425520896911621e-01,2.313852310180664062e-01,1.449110656976699829e-01,9.787704944610595703e-01,3.660490969195961952e-03,-4.975111186504364014e-01,5.755853652954101562e-01,6.186708211898803711e-01,-9.171172231435775757e-02,6.078473925590515137e-01,-9.527083039283752441e-01,1.767927967011928558e-02,5.682570338249206543e-01,-4.286855161190032959e-01,8.116392493247985840e-01,-6.857292056083679199e-01,-8.767553567886352539e-01
6.629854440689086914e-01,5.667675733566284180e-01,-1.077756509184837341e-01,5.541570186614990234e-01,3.154202997684478760e-01,6.370967030525207520e-01,3.457371518015861511e-02,3.252514004707336426e-01,-3.318184614181518555e-01,5.683946609497070312e-01,4.130704700946807861e-01,3.557056188583374023e-01,-1.378371473401784897e-02,-8.112425804138183594e-01,7.149820774793624878e-02,-6.703876852989196777e-01,3.563885688781738281e-01,8.273744583129882812e-01,1.112332716584205627e-01,-1.332366615533828735e-01,7.595164775848388672e-01,-5.887016057968139648e-01,3.599535822868347168e-01,2.091230750083923340e-01,5.230964422225952148e-01,9.353938698768615723e-01,4.461170732975006104e-01,-1.464639902114868164e-01,1.573280394077301025e-01,9.943158030509948730e-01,-2.904547154903411865e-01,3.301456868648529053e-01,-2.275760844349861145e-02,2.341400682926177979e-01,2.242461442947387695e-01,1.852138489484786987e-01,2.705854177474975586e-01,9.297246932983398438e-01,-2.005252987146377563e-01,-3.825416266918182373e-01,3.826020956039428711e-01,3.930080533027648926e-01,-2.202353626489639282e-01
6.800459027290344238e-01,3.079244792461395264e-01,5.835406780242919922e-01,-1.611459702253341675e-01,-7.963790744543075562e-02,-1.071752458810806274e-01,-4.729921817779541016e-01,5.069216489791870117e-01,2.529256939888000488e-01,4.088808596134185791e-01,3.814394176006317139e-01,1.647163778543472290e-01,8.510832190513610840e-01,-8.215024322271347046e-02,-3.283447921276092529e-01,-2.115859389305114746e-01,8.212208002805709839e-02,4.695413634181022644e-02,1.023578420281410217e-01,-2.830795645713806152e-01,-8.313649892807006836e-01,-1.594236046075820923e-01,8.423653841018676758e-01,5.057712793350219727e-01,-7.852311730384826660e-01,9.002621173858642578e-01,-6.701236963272094727e-01,-4.781181812286376953e-01,4.384370744228363037e-01,6.843826919794082642e-02,-4.728939235210418701e-01,-4.686630070209503174e-01,9.376602619886398315e-02,6.751944422721862793e-01,7.851051166653633118e-03,-6.228675246238708496e-01,-4.304337203502655029e-01,8.817023038864135742e-01,-3.098514974117279053e-01,2.383056133985519409e-01,6.571015119552612305e-01,5.307618975639343262e-01,5.922043323516845703e-01
7.223780751228332520e-01,-9.100461751222610474e-02,-7.547833919525146484e-01,-7.420781254768371582e-01,-2.668929398059844971e-01,3.926307857036590576e-01,5.177725851535797119e-02,-6.487528681755065918e-01,4.329767227172851562e-01,7.533590197563171387e-01,-4.709928333759307861e-01,1.232233867049217224e-01,6.167582273483276367e-01,-7.443103790283203125e-01,-4.036838114261627197e-01,2.726296782493591309e-01,-2.688027024269104004e-01,9.006200432777404785e-01,2.343820482492446899e-01,-3.483631089329719543e-02,3.492613434791564941e-01,-7.506567984819412231e-02,9.922791272401809692e-02,4.485332369804382324e-01,-5.285735726356506348e-01,4.626594781875610352e-01,5.962496399879455566e-01,5.763579010963439941e-01,-1.133368536829948425e-01,9.272050261497497559e-01,-7.098286747932434082e-01,-4.859920740127563477e-01,-3.335120677947998047e-01,2.021550945937633514e-02,2.563672661781311035e-01,5.099165439605712891e-01,-8.921583890914916992e-01,4.992737174034118652e-01,-4.122433364391326904e-01,3.721213042736053467e-01,-1.465699970722198486e-01,-4.904429614543914795e-01,3.489460330456495285e-03
7.469430565834045410e-01,-5.438932180404663086e-01,5.155794620513916016e-01,8.842895627021789551e-01,2.638422846794128418e-01,6.596599817276000977e-01,1.810925155878067017e-01,-4.491952359676361084e-01,-1.053390949964523315e-01,-1.119060441851615906e-01,-1.152548938989639282e-02,-6.081377863883972168e-01,8.397571444511413574e-01,-8.881486654281616211e-01,-5.105348825454711914e-01,5.004682540893554688e-01,7.791520357131958008e-01,2.709012627601623535e-01,5.154647827148437500e-01,7.219002246856689453e-01,-8.339735865592956543e-01,4.269022643566131592e-01,2.441911846399307251e-01,-2.191760540008544922e-01,-8.059448003768920898e-01,6.789773702621459961e-01,-5.724726319313049316e-01,-4.990456402301788330e-01,-8.352039456367492676e-01,9.976755380630493164e-01,-9.139029979705810547e-01,-6.980153322219848633e-01,-1.868810951709747314e-01,8.083780407905578613e-01,-5.926904678344726562e-01,4.718353599309921265e-02,-6.393088698387145996e-01,1.132731437683105469e-01,1.394664943218231201e-01,-9.201896786689758301e-01,1.250217109918594360e-02,6.656967997550964355e-01,-2.342853248119354248e-01
5.055850744247436523e-01,2.491916120052337646e-01,-8.139309883117675781e-01,3.831735253334045410e-01,3.920358717441558838e-01,-3.157976865768432617e-01,-6.471044421195983887e-01,2.534087002277374268e-01,-3.376164734363555908e-01,8.675547242164611816e-01,2.221221625804901123e-01,8.985362201929092407e-02,-7.767678499221801758e-01,8.641474246978759766e-01,6.711048483848571777e-01,-2.495840340852737427e-01,-2.434343397617340088e-01,1.030550673604011536e-01,-4.196856617927551270e-01,-8.418328166007995605e-01,2.671831846237182617e-01,-7.126023769378662109e-01,-3.865356147289276123e-01,-1.273934394121170044e-01,-6.954406946897506714e-02,-4.731174111366271973e-01,6.180145144462585449e-01,7.263990044593811035e-01,1.423382461071014404e-01,5.540158748626708984e-01,7.623012661933898926e-01,-7.429488003253936768e-02,6.996929049491882324e-01,-7.139633893966674805e-01,6.673974990844726562e-01,-2.459900230169296265e-01,-2.110474258661270142e-01,-6.644705533981323242e-01,-7.377591133117675781e-01,8.587723374366760254e-01,-5.199979618191719055e-02,-2.836606204509735107e-01,-3.097994327545166016e-01
2.097514867782592773e-01,-7.976381182670593262e-01,1.164521723985671997e-01,4.566570222377777100e-01,-7.108876705169677734e-01,5.153148174285888672e-01,-7.107015252113342285e-01,3.528131842613220215e-01,6.290282607078552246e-01,-9.260218739509582520e-01,7.202136516571044922e-01,-9.168995618820190430e-01,7.058036923408508301e-01,-8.702386021614074707e-01,-5.965292453765869141e-01,7.900753617286682129e-01,-3.936867713928222656e-01,-4.394473508000373840e-02,8.567739725112915039e-01,9.766439199447631836e-01,-3.444823920726776123e-01,9.187511205673217773e-01,6.292813420295715332e-01,-2.033799886703491211e-01,-4.894125163555145264e-01,7.662088423967361450e-02,-1.177681982517242432e-01,-9.405345320701599121e-01,-7.253573536872863770e-01,7.061942815780639648e-01,-6.564306020736694336e-01,-4.711335897445678711e-01,-9.093261957168579102e-01,7.356189489364624023e-01,-8.226527571678161621e-01,4.939643144607543945e-01,-1.974839717149734497e-01,3.137882351875305176e-01,-6.659038662910461426e-01,-3.462345004081726074e-01,4.150174260139465332e-01,1.919859945774078369e-01,3.021813631057739258e-01
5.169894695281982422e-01,5.997639894485473633e-01,5.391195416450500488e-01,-8.026104569435119629e-01,8.604451268911361694e-02,-9.864145517349243164e-02,-1.086317822337150574e-01,-5.622720122337341309e-01,2.971681058406829834e-01,5.616061091423034668e-01,4.692049697041511536e-02,-2.023109942674636841e-01,-3.186750710010528564e-01,6.890942156314849854e-02,-7.781813144683837891e-01,3.291802406311035156e-01,-6.940465569496154785e-01,4.781782329082489014e-01,-8.899115771055221558e-02,-2.419066727161407471e-01,-5.939601734280586243e-02,2.402219623327255249e-01,3.794228136539459229e-01,-4.060303568840026855e-01,8.637866377830505371e-01,6.609351634979248047e-01,7.621696591377258301e-01,6.791695356369018555e-01,2.052053809165954590e-01,3.351534307003021240e-01,3.563638329505920410e-01,2.917853593826293945e-01,8.024193644523620605e-01,9.102080948650836945e-03,-8.429225683212280273e-01,1.691670566797256470e-01,-3.961818516254425049e-01,-5.263604596257209778e-02,6.744827628135681152e-01,2.497080415487289429e-01,-4.489086568355560303e-01,-2.440890073776245117e-01,-9.335208535194396973e-01
